,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
712,BF,Burkina Faso,Exports of goods and services (current US$),2023,5820632563.85601,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
713,BF,Burkina Faso,Exports of goods and services (current US$),2022,5813561183.39553,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
714,BF,Burkina Faso,Exports of goods and services (current US$),2021,6460208896.64941,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
715,BF,Burkina Faso,Exports of goods and services (current US$),2020,5632452790.61293,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
716,BF,Burkina Faso,Exports of goods and services (current US$),2019,4690831780.11539,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
717,BF,Burkina Faso,Exports of goods and services (current US$),2018,4461756780.16476,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
718,BF,Burkina Faso,Exports of goods and services (current US$),2017,3731626300.73619,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
719,BF,Burkina Faso,Exports of goods and services (current US$),2016,3325889850.03121,Sub-Saharan Africa ,Low income,IDA,-1.53395,12.3605
720,BI,Burundi,Exports of goods and services (current US$),2024,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
721,BI,Burundi,Exports of goods and services (current US$),2023,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
722,BI,Burundi,Exports of goods and services (current US$),2022,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
723,BI,Burundi,Exports of goods and services (current US$),2021,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
724,BI,Burundi,Exports of goods and services (current US$),2020,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
725,BI,Burundi,Exports of goods and services (current US$),2019,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
726,BI,Burundi,Exports of goods and services (current US$),2018,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
727,BI,Burundi,Exports of goods and services (current US$),2017,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
728,BI,Burundi,Exports of goods and services (current US$),2016,,Sub-Saharan Africa ,Low income,IDA,29.3639,-3.3784
729,CV,Cabo Verde,Exports of goods and services (current US$),2024,1158263031.53433,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
730,CV,Cabo Verde,Exports of goods and services (current US$),2023,983790279.619881,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
731,CV,Cabo Verde,Exports of goods and services (current US$),2022,869236485.990215,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
732,CV,Cabo Verde,Exports of goods and services (current US$),2021,489360327.17769,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
733,CV,Cabo Verde,Exports of goods and services (current US$),2020,460735344.52853,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
734,CV,Cabo Verde,Exports of goods and services (current US$),2019,1051880072.22161,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
735,CV,Cabo Verde,Exports of goods and services (current US$),2018,1011390795.76429,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
736,CV,Cabo Verde,Exports of goods and services (current US$),2017,840005276.517296,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
737,CV,Cabo Verde,Exports of goods and services (current US$),2016,767162452.285936,Sub-Saharan Africa ,Upper middle income,Blend,-23.5087,14.9218
738,KH,Cambodia,Exports of goods and services (current US$),2024,33078910281.3995,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
739,KH,Cambodia,Exports of goods and services (current US$),2023,28319442900.3223,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
740,KH,Cambodia,Exports of goods and services (current US$),2022,28878876682.0659,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
741,KH,Cambodia,Exports of goods and services (current US$),2021,26621743091.289,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
742,KH,Cambodia,Exports of goods and services (current US$),2020,20863615890.1823,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
743,KH,Cambodia,Exports of goods and services (current US$),2019,20340881132.781,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
744,KH,Cambodia,Exports of goods and services (current US$),2018,18386489552.4053,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
745,KH,Cambodia,Exports of goods and services (current US$),2017,16527255663.0116,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
746,KH,Cambodia,Exports of goods and services (current US$),2016,14986346465.4653,East Asia & Pacific,Lower middle income,IDA,104.874,11.5556
747,CM,Cameroon,Exports of goods and services (current US$),2024,8353326094.39976,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
748,CM,Cameroon,Exports of goods and services (current US$),2023,8226588945.45928,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
749,CM,Cameroon,Exports of goods and services (current US$),2022,8568684369.04679,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
750,CM,Cameroon,Exports of goods and services (current US$),2021,7430968539.29677,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
751,CM,Cameroon,Exports of goods and services (current US$),2020,6212103784.55953,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
752,CM,Cameroon,Exports of goods and services (current US$),2019,7874085866.66636,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
753,CM,Cameroon,Exports of goods and services (current US$),2018,7486173533.2258,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
754,CM,Cameroon,Exports of goods and services (current US$),2017,6624479953.0876,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
755,CM,Cameroon,Exports of goods and services (current US$),2016,6407809686.3797,Sub-Saharan Africa ,Lower middle income,Blend,11.5174,3.8721
756,CA,Canada,Exports of goods and services (current US$),2024,727920466717.008,North America,High income,Not classified,-75.6919,45.4215
757,CA,Canada,Exports of goods and services (current US$),2023,724806087191.631,North America,High income,Not classified,-75.6919,45.4215
758,CA,Canada,Exports of goods and services (current US$),2022,743495409319.726,North America,High income,Not classified,-75.6919,45.4215
759,CA,Canada,Exports of goods and services (current US$),2021,630478158309.719,North America,High income,Not classified,-75.6919,45.4215
760,CA,Canada,Exports of goods and services (current US$),2020,487990676642.934,North America,High income,Not classified,-75.6919,45.4215
761,CA,Canada,Exports of goods and services (current US$),2019,564142104614.779,North America,High income,Not classified,-75.6919,45.4215
762,CA,Canada,Exports of goods and services (current US$),2018,557719627178.031,North America,High income,Not classified,-75.6919,45.4215
763,CA,Canada,Exports of goods and services (current US$),2017,518766780219.71,North America,High income,Not classified,-75.6919,45.4215
764,CA,Canada,Exports of goods and services (current US$),2016,481357649980.237,North America,High income,Not classified,-75.6919,45.4215
765,KY,Cayman Islands,Exports of goods and services (current US$),2024,,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
766,KY,Cayman Islands,Exports of goods and services (current US$),2023,,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
767,KY,Cayman Islands,Exports of goods and services (current US$),2022,,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
768,KY,Cayman Islands,Exports of goods and services (current US$),2021,,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
769,KY,Cayman Islands,Exports of goods and services (current US$),2020,3372493489.97396,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
770,KY,Cayman Islands,Exports of goods and services (current US$),2019,4127896511.58605,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
771,KY,Cayman Islands,Exports of goods and services (current US$),2018,3958935835.74334,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
772,KY,Cayman Islands,Exports of goods and services (current US$),2017,3824175296.70119,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
773,KY,Cayman Islands,Exports of goods and services (current US$),2016,,Latin America & Caribbean ,High income,Not classified,-81.3857,19.3022
774,CF,Central African Republic,Exports of goods and services (current US$),2024,412917514.039995,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
775,CF,Central African Republic,Exports of goods and services (current US$),2023,369034170.925932,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
776,CF,Central African Republic,Exports of goods and services (current US$),2022,293074002.707976,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
777,CF,Central African Republic,Exports of goods and services (current US$),2021,332868820.827631,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
778,CF,Central African Republic,Exports of goods and services (current US$),2020,353021263.260214,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
779,CF,Central African Republic,Exports of goods and services (current US$),2019,349974468.904547,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
780,CF,Central African Republic,Exports of goods and services (current US$),2018,354024742.201165,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
781,CF,Central African Republic,Exports of goods and services (current US$),2017,357682916.800674,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
782,CF,Central African Republic,Exports of goods and services (current US$),2016,270501993.134169,Sub-Saharan Africa ,Low income,IDA,21.6407,5.63056
783,TD,Chad,Exports of goods and services (current US$),2024,5811653282.91208,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
784,TD,Chad,Exports of goods and services (current US$),2023,5340996645.48059,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
785,TD,Chad,Exports of goods and services (current US$),2022,5657938456.17481,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
786,TD,Chad,Exports of goods and services (current US$),2021,4434510318.11721,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
787,TD,Chad,Exports of goods and services (current US$),2020,3178743027.29094,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
788,TD,Chad,Exports of goods and services (current US$),2019,3721677783.17558,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
789,TD,Chad,Exports of goods and services (current US$),2018,3961229688.85689,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
790,TD,Chad,Exports of goods and services (current US$),2017,3095057450.03395,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
791,TD,Chad,Exports of goods and services (current US$),2016,2944981828.42901,Sub-Saharan Africa ,Low income,IDA,15.0445,12.1048
792,JG,Channel Islands,Exports of goods and services (current US$),2024,,Europe & Central Asia,High income,Not classified,,
793,JG,Channel Islands,Exports of goods and services (current US$),2023,,Europe & Central Asia,High income,Not classified,,
794,JG,Channel Islands,Exports of goods and services (current US$),2022,,Europe & Central Asia,High income,Not classified,,
795,JG,Channel Islands,Exports of goods and services (current US$),2021,,Europe & Central Asia,High income,Not classified,,
796,JG,Channel Islands,Exports of goods and services (current US$),2020,,Europe & Central Asia,High income,Not classified,,
797,JG,Channel Islands,Exports of goods and services (current US$),2019,,Europe & Central Asia,High income,Not classified,,
798,JG,Channel Islands,Exports of goods and services (current US$),2018,,Europe & Central Asia,High income,Not classified,,
799,JG,Channel Islands,Exports of goods and services (current US$),2017,,Europe & Central Asia,High income,Not classified,,
800,JG,Channel Islands,Exports of goods and services (current US$),2016,,Europe & Central Asia,High income,Not classified,,
801,CL,Chile,Exports of goods and services (current US$),2024,111377047470.18,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
802,CL,Chile,Exports of goods and services (current US$),2023,103376675915.93,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
803,CL,Chile,Exports of goods and services (current US$),2022,107256627010.034,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
804,CL,Chile,Exports of goods and services (current US$),2021,100881456731.022,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
805,CL,Chile,Exports of goods and services (current US$),2020,79592399892.9982,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
806,CL,Chile,Exports of goods and services (current US$),2019,77571035535.566,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
807,CL,Chile,Exports of goods and services (current US$),2018,84405336511.8622,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
808,CL,Chile,Exports of goods and services (current US$),2017,78238304038.8391,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
809,CL,Chile,Exports of goods and services (current US$),2016,69624960593.4583,Latin America & Caribbean ,High income,IBRD,-70.6475,-33.475
810,CN,China,Exports of goods and services (current US$),2024,3753056083349.04,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
811,CN,China,Exports of goods and services (current US$),2023,3490089712362.99,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
812,CN,China,Exports of goods and services (current US$),2022,3717887818646.97,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
813,CN,China,Exports of goods and services (current US$),2021,3554107780957.44,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
814,CN,China,Exports of goods and services (current US$),2020,2729884575163.89,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
815,CN,China,Exports of goods and services (current US$),2019,2628941104657.6,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
816,CN,China,Exports of goods and services (current US$),2018,2655609176087.45,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
817,CN,China,Exports of goods and services (current US$),2017,2424216052098.35,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
818,CN,China,Exports of goods and services (current US$),2016,2199974853570.14,East Asia & Pacific,Upper middle income,IBRD,116.286,40.0495
819,CO,Colombia,Exports of goods and services (current US$),2024,67426785840.6166,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
820,CO,Colombia,Exports of goods and services (current US$),2023,65315982251.3179,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
821,CO,Colombia,Exports of goods and services (current US$),2022,70468824548.812,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
822,CO,Colombia,Exports of goods and services (current US$),2021,51591453811.2973,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
823,CO,Colombia,Exports of goods and services (current US$),2020,36557247848.5389,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
824,CO,Colombia,Exports of goods and services (current US$),2019,51258795210.3544,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
825,CO,Colombia,Exports of goods and services (current US$),2018,53136579844.9701,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
826,CO,Colombia,Exports of goods and services (current US$),2017,47233141871.792,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
827,CO,Colombia,Exports of goods and services (current US$),2016,41608310926.5839,Latin America & Caribbean ,Upper middle income,IBRD,-74.082,4.60987
828,KM,Comoros,Exports of goods and services (current US$),2024,142823532.426167,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
829,KM,Comoros,Exports of goods and services (current US$),2023,137392339.932033,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
830,KM,Comoros,Exports of goods and services (current US$),2022,158275538.09652,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
831,KM,Comoros,Exports of goods and services (current US$),2021,126168316.003173,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
832,KM,Comoros,Exports of goods and services (current US$),2020,69125254.1274337,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
833,KM,Comoros,Exports of goods and services (current US$),2019,151737907.193166,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
834,KM,Comoros,Exports of goods and services (current US$),2018,152136790.410935,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
835,KM,Comoros,Exports of goods and services (current US$),2017,128229514.973898,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
836,KM,Comoros,Exports of goods and services (current US$),2016,108098874.554256,Sub-Saharan Africa ,Lower middle income,IDA,43.2418,-11.6986
837,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2024,34597093710.8684,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
838,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2023,29372039343.0999,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
839,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2022,28746630293.9711,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
840,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2021,22344866847.553,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
841,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2020,13935463325.7316,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
842,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2019,13335027131.6524,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
843,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2018,16081644406.2824,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
844,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2017,11668171687.8894,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
845,CD,"Congo, Dem. Rep.",Exports of goods and services (current US$),2016,12013307808.8789,Sub-Saharan Africa ,Low income,IDA,15.3222,-4.325
846,CG,"Congo, Rep.",Exports of goods and services (current US$),2024,8296952539.2444,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
847,CG,"Congo, Rep.",Exports of goods and services (current US$),2023,8717056859.49555,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
848,CG,"Congo, Rep.",Exports of goods and services (current US$),2022,10093186510.6175,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
849,CG,"Congo, Rep.",Exports of goods and services (current US$),2021,7833386313.57048,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
850,CG,"Congo, Rep.",Exports of goods and services (current US$),2020,4669939812.03556,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
851,CG,"Congo, Rep.",Exports of goods and services (current US$),2019,7854704721.17581,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
852,CG,"Congo, Rep.",Exports of goods and services (current US$),2018,9190930874.56505,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
853,CG,"Congo, Rep.",Exports of goods and services (current US$),2017,5676136547.10808,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
854,CG,"Congo, Rep.",Exports of goods and services (current US$),2016,4598648630.75926,Sub-Saharan Africa ,Lower middle income,Blend,15.2662,-4.2767
855,CR,Costa Rica,Exports of goods and services (current US$),2024,36740228685.0811,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
856,CR,Costa Rica,Exports of goods and services (current US$),2023,33661220608.3867,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
857,CR,Costa Rica,Exports of goods and services (current US$),2022,29362895414.1741,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
858,CR,Costa Rica,Exports of goods and services (current US$),2021,23500424068.9107,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
859,CR,Costa Rica,Exports of goods and services (current US$),2020,19908254085.7288,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
860,CR,Costa Rica,Exports of goods and services (current US$),2019,22111572547.4852,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
861,CR,Costa Rica,Exports of goods and services (current US$),2018,21059634092.1627,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
862,CR,Costa Rica,Exports of goods and services (current US$),2017,19826679964.5097,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
863,CR,Costa Rica,Exports of goods and services (current US$),2016,18395634999.8843,Latin America & Caribbean ,High income,IBRD,-84.0089,9.63701
864,CI,Cote d'Ivoire,Exports of goods and services (current US$),2024,22673498100.9121,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
865,CI,Cote d'Ivoire,Exports of goods and services (current US$),2023,18123337011.1187,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
866,CI,Cote d'Ivoire,Exports of goods and services (current US$),2022,17211097451.1321,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
867,CI,Cote d'Ivoire,Exports of goods and services (current US$),2021,16230487159.2541,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
868,CI,Cote d'Ivoire,Exports of goods and services (current US$),2020,13231732415.0367,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
869,CI,Cote d'Ivoire,Exports of goods and services (current US$),2019,13683059068.9034,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
870,CI,Cote d'Ivoire,Exports of goods and services (current US$),2018,13282104681.276,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
871,CI,Cote d'Ivoire,Exports of goods and services (current US$),2017,13389390547.8581,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
872,CI,Cote d'Ivoire,Exports of goods and services (current US$),2016,12073994607.6954,Sub-Saharan Africa ,Lower middle income,Blend,-4.0305,5.332
873,HR,Croatia,Exports of goods and services (current US$),2024,46623095273.9175,Europe & Central Asia,High income,IBRD,15.9614,45.8069
874,HR,Croatia,Exports of goods and services (current US$),2023,45010620957.9666,Europe & Central Asia,High income,IBRD,15.9614,45.8069
875,HR,Croatia,Exports of goods and services (current US$),2022,42370492108.8212,Europe & Central Asia,High income,IBRD,15.9614,45.8069
876,HR,Croatia,Exports of goods and services (current US$),2021,34354168366.7978,Europe & Central Asia,High income,IBRD,15.9614,45.8069
877,HR,Croatia,Exports of goods and services (current US$),2020,23926007792.0921,Europe & Central Asia,High income,IBRD,15.9614,45.8069
878,HR,Croatia,Exports of goods and services (current US$),2019,31035693351.0662,Europe & Central Asia,High income,IBRD,15.9614,45.8069
879,HR,Croatia,Exports of goods and services (current US$),2018,30285807331.6484,Europe & Central Asia,High income,IBRD,15.9614,45.8069
880,HR,Croatia,Exports of goods and services (current US$),2017,27482525805.1652,Europe & Central Asia,High income,IBRD,15.9614,45.8069
881,HR,Croatia,Exports of goods and services (current US$),2016,24545876244.1556,Europe & Central Asia,High income,IBRD,15.9614,45.8069
882,CU,Cuba,Exports of goods and services (current US$),2024,,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
883,CU,Cuba,Exports of goods and services (current US$),2023,,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
884,CU,Cuba,Exports of goods and services (current US$),2022,,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
885,CU,Cuba,Exports of goods and services (current US$),2021,,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
886,CU,Cuba,Exports of goods and services (current US$),2020,8769000000.0,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
887,CU,Cuba,Exports of goods and services (current US$),2019,12632000000.0,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
888,CU,Cuba,Exports of goods and services (current US$),2018,14530000000.0,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
889,CU,Cuba,Exports of goods and services (current US$),2017,14093000000.0,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
890,CU,Cuba,Exports of goods and services (current US$),2016,13689600000.0,Latin America & Caribbean ,Upper middle income,Not classified,-82.3667,23.1333
891,CW,Curacao,Exports of goods and services (current US$),2024,,Latin America & Caribbean ,High income,Not classified,,
892,CW,Curacao,Exports of goods and services (current US$),2023,,Latin America & Caribbean ,High income,Not classified,,
893,CW,Curacao,Exports of goods and services (current US$),2022,,Latin America & Caribbean ,High income,Not classified,,
894,CW,Curacao,Exports of goods and services (current US$),2021,,Latin America & Caribbean ,High income,Not classified,,
895,CW,Curacao,Exports of goods and services (current US$),2020,,Latin America & Caribbean ,High income,Not classified,,
896,CW,Curacao,Exports of goods and services (current US$),2019,,Latin America & Caribbean ,High income,Not classified,,
897,CW,Curacao,Exports of goods and services (current US$),2018,1926703910.61453,Latin America & Caribbean ,High income,Not classified,,
898,CW,Curacao,Exports of goods and services (current US$),2017,1808826815.64246,Latin America & Caribbean ,High income,Not classified,,
899,CW,Curacao,Exports of goods and services (current US$),2016,1905418994.41341,Latin America & Caribbean ,High income,Not classified,,
900,CY,Cyprus,Exports of goods and services (current US$),2024,36513113032.9368,Europe & Central Asia,High income,Not classified,33.3736,35.1676
901,CY,Cyprus,Exports of goods and services (current US$),2023,33809199429.0904,Europe & Central Asia,High income,Not classified,33.3736,35.1676
902,CY,Cyprus,Exports of goods and services (current US$),2022,32674701776.7032,Europe & Central Asia,High income,Not classified,33.3736,35.1676
903,CY,Cyprus,Exports of goods and services (current US$),2021,27565552209.7141,Europe & Central Asia,High income,Not classified,33.3736,35.1676
904,CY,Cyprus,Exports of goods and services (current US$),2020,20353930184.3734,Europe & Central Asia,High income,Not classified,33.3736,35.1676
905,CY,Cyprus,Exports of goods and services (current US$),2019,19846298344.5206,Europe & Central Asia,High income,Not classified,33.3736,35.1676
906,CY,Cyprus,Exports of goods and services (current US$),2018,19189598629.1485,Europe & Central Asia,High income,Not classified,33.3736,35.1676
907,CY,Cyprus,Exports of goods and services (current US$),2017,16942939835.4733,Europe & Central Asia,High income,Not classified,33.3736,35.1676
908,CY,Cyprus,Exports of goods and services (current US$),2016,14834399466.0297,Europe & Central Asia,High income,Not classified,33.3736,35.1676
909,CZ,Czechia,Exports of goods and services (current US$),2024,238995944034.86,Europe & Central Asia,High income,Not classified,14.4205,50.0878
910,CZ,Czechia,Exports of goods and services (current US$),2023,236031278976.789,Europe & Central Asia,High income,Not classified,14.4205,50.0878
911,CZ,Czechia,Exports of goods and services (current US$),2022,218554266386.95,Europe & Central Asia,High income,Not classified,14.4205,50.0878
912,CZ,Czechia,Exports of goods and services (current US$),2021,205281381420.63,Europe & Central Asia,High income,Not classified,14.4205,50.0878
913,CZ,Czechia,Exports of goods and services (current US$),2020,170154349910.061,Europe & Central Asia,High income,Not classified,14.4205,50.0878
914,CZ,Czechia,Exports of goods and services (current US$),2019,185212440994.669,Europe & Central Asia,High income,Not classified,14.4205,50.0878
915,CZ,Czechia,Exports of goods and services (current US$),2018,190530873335.148,Europe & Central Asia,High income,Not classified,14.4205,50.0878
916,CZ,Czechia,Exports of goods and services (current US$),2017,172120406679.12,Europe & Central Asia,High income,Not classified,14.4205,50.0878
917,CZ,Czechia,Exports of goods and services (current US$),2016,154779987656.804,Europe & Central Asia,High income,Not classified,14.4205,50.0878
918,DK,Denmark,Exports of goods and services (current US$),2024,301421099196.281,Europe & Central Asia,High income,Not classified,12.5681,55.6763
919,DK,Denmark,Exports of goods and services (current US$),2023,280481748656.828,Europe & Central Asia,High income,Not classified,12.5681,55.6763
920,DK,Denmark,Exports of goods and services (current US$),2022,283101737204.979,Europe & Central Asia,High income,Not classified,12.5681,55.6763
921,DK,Denmark,Exports of goods and services (current US$),2021,240447056409.375,Europe & Central Asia,High income,Not classified,12.5681,55.6763
922,DK,Denmark,Exports of goods and services (current US$),2020,195728280394.404,Europe & Central Asia,High income,Not classified,12.5681,55.6763
923,DK,Denmark,Exports of goods and services (current US$),2019,203616268094.231,Europe & Central Asia,High income,Not classified,12.5681,55.6763
924,DK,Denmark,Exports of goods and services (current US$),2018,202458132658.687,Europe & Central Asia,High income,Not classified,12.5681,55.6763
925,DK,Denmark,Exports of goods and services (current US$),2017,183533038706.585,Europe & Central Asia,High income,Not classified,12.5681,55.6763
926,DK,Denmark,Exports of goods and services (current US$),2016,167778866084.333,Europe & Central Asia,High income,Not classified,12.5681,55.6763
927,DJ,Djibouti,Exports of goods and services (current US$),2024,5248946382.25083,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IDA,43.1425,11.5806
